ada,issueDate,year,month,titlos_apofasis,foreas_name,organization,decisionType,poso_eur,assignment_type,contractor_name,documentUrl,kategoria,size_category
7ΑΤΙΩΛΞ-ΧΞΓ,13/08/2015 03:00:00,2015,8,ΧΕ Λ 1388/2015 ΠΕΡΙΛΗΨΗ ΔΙΑΚΗΡΥΞΗΣ - ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",166.05,Απλή Πληρωμή / Τακτική,ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,https://diavgeia.gov.gr/doc/7ΑΤΙΩΛΞ-ΧΞΓ,Επισκευή,Α. Κάτω από €1.000
72Ν3ΩΛΞ-ΠΗΣ,13/08/2015 03:00:00,2015,8,ΧΕ Λ 1384/2015 ΠΕΡΙΛΗΨΗ ΔΙΑΚΗΡΥΞΗΣ - ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",289.05,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/72Ν3ΩΛΞ-ΠΗΣ,Επισκευή,Α. Κάτω από €1.000
73ΟΟΩΕΥ-ΓΟΒ,02/09/2015 03:00:00,2015,9,Επιχορήγηση Α/θμιας σχολικής επιτροπής για επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,"{'uid': '6141', 'label': 'ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ', 'active': None, 'latinName': 'dimoskastorias', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",6000.0,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/73ΟΟΩΕΥ-ΓΟΒ,Επισκευή,Γ. €5.000 - €20.000
ΩΡ2ΨΩΡΩ-5ΘΗ,09/07/2014 03:00:00,2014,7,ΧΕΠ Α423/9.7.2014 (ΠΡΟΜΗΘΕΙΑ ΧΡΗΜΑΤΟΔΟΤΗΣΗΣ Τ.Π. & Δ  (ΕΠΙΣΚΕΥΗ & ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ)),ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,"{'uid': '6091', 'label': 'ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ', 'active': None, 'latinName': 'empapas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",24.3,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΡ2ΨΩΡΩ-5ΘΗ,Επισκευή,Α. Κάτω από €1.000
Ω8ΩΖΩΛΞ-509,11/09/2014 03:00:00,2014,9,ΧΕ 222/14 1ος Λ/ΣΜΟΣ ΕΠΙΣΚΕΥΕΣ ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",9668.19,Συνοπτικός Διαγωνισμός,ΔΙΑΚΗΡΥΞΗ ΔΗΜΟΠΡΑΣΙΑΣ,https://diavgeia.gov.gr/doc/Ω8ΩΖΩΛΞ-509,Επισκευή,Γ. €5.000 - €20.000
6Κ72ΩΛΞ-ΣΜΝ,11/11/2014 02:00:00,2014,11,"ΧΕ Λ2209/14 ΕΞΟΦΛΗΣΗ 2ου ΛΟΓ. ""ΕΠΙΣΚΕΥΕΣ-ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ""",ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",43199.0,Συνοπτικός Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/6Κ72ΩΛΞ-ΣΜΝ,Επισκευή,Δ. €20.000 - €50.000
77ΔΧΩ91-22Ξ,23/06/2014 03:00:00,2014,6,ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ (ΜΕΛ. 30/12) - ΧΡΗΜ/ΣΗ ΣΑΤΑ,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ,"{'uid': '6066', 'label': 'ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ', 'active': None, 'latinName': 'dhmos_glyfadas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",86489.62,Συνοπτικός Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/77ΔΧΩ91-22Ξ,Συντήρηση,Ε. Άνω από €50.000
7ΦΘ7Ω1Ρ-278,02/12/2016 02:00:00,2016,12,"Εξόφληση 1ου λογ.έργου "" ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΠΛΗΝ ΠΟΛΕΩΣ ΡΟΔΟΥ "" ",ΔΗΜΟΣ ΡΟΔΟΥ,"{'uid': '6265', 'label': 'ΔΗΜΟΣ ΡΟΔΟΥ', 'active': None, 'latinName': 'dimosrodou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",22071.31,Διαγωνισμός,ΧΑ ΤΖΗΣΤΑΥΡΙΔΗΣ ΣΥΜΕΩΝ & ΣΙΑ Ε.Ε,https://diavgeia.gov.gr/doc/7ΦΘ7Ω1Ρ-278,Συντήρηση,Δ. €20.000 - €50.000
ΩΤΔΨΩΛΞ-ΒΞ3,30/11/2016 02:00:00,2016,11,ΧΕ 292/16 1ος ΛΟΓ.- ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ (Α' ΦΑΣΗ),ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",10648.3,Απλή Πληρωμή / Τακτική,ΛΟΓΑΡΙΑΣΜΟΣ,https://diavgeia.gov.gr/doc/ΩΤΔΨΩΛΞ-ΒΞ3,Επισκευή,Γ. €5.000 - €20.000
Ω1ΚΒΩ1Ρ-Α6Ν,23/03/2017 02:00:00,2017,3,"Εξόφληση 2ου λογ. έργου ""ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΠΛΗΝ ΠΟΛΕΩΣ ΡΟΔΟΥ "" ",ΔΗΜΟΣ ΡΟΔΟΥ,"{'uid': '6265', 'label': 'ΔΗΜΟΣ ΡΟΔΟΥ', 'active': None, 'latinName': 'dimosrodou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",24516.65,Απλή Πληρωμή / Τακτική,ΧΑ ΤΖΗΣΤΑΥΡΙΔΗΣ ΣΥΜΕΩΝ & ΣΙΑ Ε.Ε,https://diavgeia.gov.gr/doc/Ω1ΚΒΩ1Ρ-Α6Ν,Συντήρηση,Δ. €20.000 - €50.000
7Θ4ΙΩ1Ρ-Ψ4Τ,27/03/2017 03:00:00,2017,3,"Εξόφληση 1ου λογ. έργου "" ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΠΟΛΕΩΣ ΡΟΔΟΥ "" ",ΔΗΜΟΣ ΡΟΔΟΥ,"{'uid': '6265', 'label': 'ΔΗΜΟΣ ΡΟΔΟΥ', 'active': None, 'latinName': 'dimosrodou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",22946.34,Διαγωνισμός,ΡΕΙΣΗΣ ΗΛΙΑΣ & ΣΙΑ Ε.Ε,https://diavgeia.gov.gr/doc/7Θ4ΙΩ1Ρ-Ψ4Τ,Συντήρηση,Δ. €20.000 - €50.000
ΩΨΧΘΩ1Ρ-ΜΨΞ,17/05/2017 03:00:00,2017,5,"Εξόφληση 3ου λογ. εργου "" ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΠΛΗΝ ΠΟΛΕΩΣ ΡΟΔΟΥ """,ΔΗΜΟΣ ΡΟΔΟΥ,"{'uid': '6265', 'label': 'ΔΗΜΟΣ ΡΟΔΟΥ', 'active': None, 'latinName': 'dimosrodou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",20542.23,Απλή Πληρωμή / Τακτική,ΧΑ ΤΖΗΣΤΑΥΡΙΔΗΣ ΣΥΜΕΩΝ & ΣΙΑ Ε.Ε,https://diavgeia.gov.gr/doc/ΩΨΧΘΩ1Ρ-ΜΨΞ,Συντήρηση,Δ. €20.000 - €50.000
75ΣΙΩ1Ρ-ΚΙΝ,08/08/2017 03:00:00,2017,8,"Εξόφληση 2ου λογ. έργου "" ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΠΟΛΕΩΣ ΡΟΔΟΥ "" ",ΔΗΜΟΣ ΡΟΔΟΥ,"{'uid': '6265', 'label': 'ΔΗΜΟΣ ΡΟΔΟΥ', 'active': None, 'latinName': 'dimosrodou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",23682.58,Απλή Πληρωμή / Τακτική,ΣΥΝΕΡΓ ΑΣΙΑ Α.Ε,https://diavgeia.gov.gr/doc/75ΣΙΩ1Ρ-ΚΙΝ,Συντήρηση,Δ. €20.000 - €50.000
Ψ65ΒΩΨ4-ΝΚ7,15/09/2017 03:00:00,2017,9,Επισκευή -Συντήρηση Σχολείων  Α/θμιας Εκπαίδευσης  (ΣΑΤΑ 2017 ) ,ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ,"{'uid': '6020', 'label': 'ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ', 'active': None, 'latinName': 'DIMOSALIARTOY', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",4968.5,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/Ψ65ΒΩΨ4-ΝΚ7,Επισκευή,Β. €1.000 - €5.000
ΩΛ64ΩΛΞ-ΚΙ2,03/10/2017 03:00:00,2017,10,"ΧΕ Λ 2284/17 5ος ΛΟΓΑΡΙΑΣΜΟΣ ΤΟΥ ΕΡΓΟΥ ""ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ""",ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",49794.18,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΛ64ΩΛΞ-ΚΙ2,Επισκευή,Δ. €20.000 - €50.000
Ω2ΖΨΩ1Ρ-535,12/09/2017 03:00:00,2017,9,"Εξόφληση 3ου λογ. έργου "" ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΠΟΛΕΩΣ ΡΟΔΟΥ "" ",ΔΗΜΟΣ ΡΟΔΟΥ,"{'uid': '6265', 'label': 'ΔΗΜΟΣ ΡΟΔΟΥ', 'active': None, 'latinName': 'dimosrodou', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",15046.76,Απλή Πληρωμή / Τακτική,ΣΥΝΕΡΓ ΑΣΙΑ Α.Ε,https://diavgeia.gov.gr/doc/Ω2ΖΨΩ1Ρ-535,Συντήρηση,Γ. €5.000 - €20.000
ΩΝ1ΠΩΡΝ-ΣΕΖ,16/11/2017 02:00:00,2017,11,ΔΗΜΟΣΙΕΥΣΗ ΠΕΡΙΛΗΨΗΣ ΔΙΑΚΗΡΥΞΗΣ ΔΙΑΓΩΝΙΣΜΟΥ ΓΙΑ ΤΟ ΕΡΓΟ : ΕΠΙΣΚΕΥΗ - ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΘΗΡΑΣΙΑΣ,ΔΗΜΟΣ ΘΗΡΑΣ,"{'uid': '6116', 'label': 'ΔΗΜΟΣ ΘΗΡΑΣ', 'active': None, 'latinName': 'thira', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",78.86,Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΝ1ΠΩΡΝ-ΣΕΖ,Επισκευή,Α. Κάτω από €1.000
61ΕΥΩ91-ΥΝ7,26/03/2018 03:00:00,2018,3,Συντήρηση σχολείων  (Μελ. 109/16 σε εξέλ.) (3ος Λογαριασμός),ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ,"{'uid': '6066', 'label': 'ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ', 'active': None, 'latinName': 'dhmos_glyfadas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",315418.94,Συνοπτικός Διαγωνισμός,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/61ΕΥΩ91-ΥΝ7,Λοιπά,Ε. Άνω από €50.000
ΩΦ8ΟΩΡΝ-22Γ,13/07/2018 03:00:00,2018,7,"ΕΞΟΦΛΗΣΗ 1ου ΛΟΓΑΡΙΑΣΜΟΥ ΤΟΥ ΕΡΓΟΥ ""ΕΠΙΣΚΕΥΗ - ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΘΗΡΑΣΙΑΣ""",ΔΗΜΟΣ ΘΗΡΑΣ,"{'uid': '6116', 'label': 'ΔΗΜΟΣ ΘΗΡΑΣ', 'active': None, 'latinName': 'thira', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",10767.17,Απλή Πληρωμή / Τακτική,ΣΙΑ Ο.Ε,https://diavgeia.gov.gr/doc/ΩΦ8ΟΩΡΝ-22Γ,Επισκευή,Γ. €5.000 - €20.000
ΩΠΘΚΩΨΧ-Λ47,27/07/2018 03:00:00,2018,7,Ένταλμα πληρωμής με θέμα Δαπάνες απόδοσης για επισκευή και συντήρηση σχολείων (σατα σχολείων),ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ,"{'uid': '6049', 'label': 'ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ', 'active': None, 'latinName': 'dimosastipaleas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1684.97,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΠΘΚΩΨΧ-Λ47,Επισκευή,Β. €1.000 - €5.000
ΩΝΜΦΩΡΝ-5ΑΦ,03/10/2018 03:00:00,2018,10,"ΕΞΟΦΛΗΣΗ 3ου ΛΟΓΑΡΙΑΣΜΟΥ ΤΟΥ ΕΡΓΟΥ ""ΕΠΙΣΚΕΥΗ - ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΘΗΡΑΣΙΑΣ""",ΔΗΜΟΣ ΘΗΡΑΣ,"{'uid': '6116', 'label': 'ΔΗΜΟΣ ΘΗΡΑΣ', 'active': None, 'latinName': 'thira', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",16599.64,Απλή Πληρωμή / Τακτική,ΣΙΑ Ο.Ε,https://diavgeia.gov.gr/doc/ΩΝΜΦΩΡΝ-5ΑΦ,Επισκευή,Γ. €5.000 - €20.000
Ψ4ΠΖΩΡΝ-70Ψ,16/08/2018 03:00:00,2018,8,"ΕΞΟΦΛΗΣΗ 2ου ΛΟΓΑΡΙΑΣΜΟΥ ΤΟΥ ΕΡΓΟΥ ""ΕΠΙΣΚΕΥΗ - ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΘΗΡΑΣΙΑΣ""",ΔΗΜΟΣ ΘΗΡΑΣ,"{'uid': '6116', 'label': 'ΔΗΜΟΣ ΘΗΡΑΣ', 'active': None, 'latinName': 'thira', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",20547.46,Απλή Πληρωμή / Τακτική,ΣΙΑ Ο.Ε,https://diavgeia.gov.gr/doc/Ψ4ΠΖΩΡΝ-70Ψ,Επισκευή,Δ. €20.000 - €50.000
ΩΤΜΩΩΛΞ-Ω6Ψ,29/11/2018 02:00:00,2018,11,"Χ.Ε. 366/2018 1ος ΛΟΓΑΡΙΑΣΜΟΣ ""ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ""",ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",7797.23,Απλή Πληρωμή / Τακτική,ΕΓΓΥΗΤΙΚΗ ΕΠΙΣΤΟΛΗ,https://diavgeia.gov.gr/doc/ΩΤΜΩΩΛΞ-Ω6Ψ,Επισκευή,Γ. €5.000 - €20.000
686ΟΩΡΝ-ΝΑΘ,20/11/2018 02:00:00,2018,11,"ΕΞΟΦΛΗΣΗ 4ου ΤΕΛΙΚΟΥ ΛΟΓΑΡΙΑΣΜΟΥ ΤΟΥ ΕΡΓΟΥ ""ΕΠΙΣΚΕΥΗ - ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΘΗΡΑΣΙΑΣ""",ΔΗΜΟΣ ΘΗΡΑΣ,"{'uid': '6116', 'label': 'ΔΗΜΟΣ ΘΗΡΑΣ', 'active': None, 'latinName': 'thira', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",4949.48,Απλή Πληρωμή / Τακτική,ΣΙΑ Ο.Ε,https://diavgeia.gov.gr/doc/686ΟΩΡΝ-ΝΑΘ,Επισκευή,Β. €1.000 - €5.000
ΨΚΘ0ΩΛΞ-ΘΙΨ,19/02/2019 02:00:00,2019,2,"Χ. Ε Λ310/2019 2ος ΛΟΓΑΡΙΑΣΜΟΣ ""ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ""",ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",30787.39,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΨΚΘ0ΩΛΞ-ΘΙΨ,Επισκευή,Δ. €20.000 - €50.000
ΨΦΚΕΩΛΞ-ΥΕΔ,15/04/2019 03:00:00,2019,4,"Χ.Ε.Λ.997/2019 3ος ΛΟΓΑΡΙΑΣΜΟΣ ""ΕΠΙΣΚΕΥΕΣ - ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ""",ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",17732.29,Απλή Πληρωμή / Τακτική,ΥΠΕΣ ( ΕΠΙΣΚΕΥΕΣ ΣΥΝΤΗΡ ΣΧ ),https://diavgeia.gov.gr/doc/ΨΦΚΕΩΛΞ-ΥΕΔ,Επισκευή,Γ. €5.000 - €20.000
Ω2ΞΥΩΕΛ-Χ78,29/05/2019 03:00:00,2019,5,ΠΡΟΜΗΘΕΙΑ ΥΛΙΚΩΝ ΓΙΑ ΤΗΝ ΕΠΙΣΚΕΥΗ-ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ  Δ.Ε. ΒΑΣΙΛΙΚΗΣ ΔΗΜΟΥ ΜΕΤΕΩΡΩΝ ,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ,"{'uid': '6131', 'label': 'ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ', 'active': None, 'latinName': 'dimoskalampakas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",422.19,Ανάθεση (μη προσδιορισμένος τύπος),ΗΜ/ΝΙΑ ΕΚΔ,https://diavgeia.gov.gr/doc/Ω2ΞΥΩΕΛ-Χ78,Επισκευή,Α. Κάτω από €1.000
ΩΡΜΦΩΛΞ-8ΤΖ,06/06/2019 03:00:00,2019,6,"Χ.Ε.  Λ 1437/2019   4ος ΛΟΓΑΡΙΑΣΜΟΣ ""ΕΠΙΣΚΕΥΕΣ ΣΥΝΤΗΡΗΣΕΙΣ ΣΧΟΛΕΙΩΝ""",ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,"{'uid': '6167', 'label': 'ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ', 'active': None, 'latinName': 'larissa-dimos', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",41908.86,Απλή Πληρωμή / Τακτική,ΥΠΕΣ ( ΕΠΙΣΚΕΥΕΣ ΣΥΝΤΗΡ ΣΧ ),https://diavgeia.gov.gr/doc/ΩΡΜΦΩΛΞ-8ΤΖ,Επισκευή,Δ. €20.000 - €50.000
6ΔΣ7ΩΡΩ-4Ι1,28/06/2019 03:00:00,2019,6,ΧΕΠ 456/28.6.2019 (ΠΡΟΜΗΘΕΙΑ ΤΠΔ ΑΠΟ ΧΡΗΜΑΤΟΔΟΤΗΣΗ ΓΙΑ ΕΠΙΣΚΕΥΗ-ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ),ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ,"{'uid': '6091', 'label': 'ΔΗΜΟΣ ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ', 'active': None, 'latinName': 'empapas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",35.55,Απλή Πληρωμή / Τακτική,/ΚΩΔ .- ΛΟΓ /ΣΜΟΣ -ΠΑΡ /ΚΟ ΠΛΗΡΩΤΕΟ,https://diavgeia.gov.gr/doc/6ΔΣ7ΩΡΩ-4Ι1,Επισκευή,Α. Κάτω από €1.000
ΩΙΗΒΩΚ4-ΣΨΛ,02/08/2019 03:00:00,2019,8,"ΠΡΟΜΗΘΕΙΑ ΥΛΙΚΩΝ  ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ ΤΟΥ ΕΡΓΟΥ  ""ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ ΔΗΜΟΥ ΜΕΣΣΗΝΗΣ""",ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ,"{'uid': '6190', 'label': 'ΔΗΜΟΣ ΜΕΣΣΗΝΗΣ', 'active': None, 'latinName': 'dimosmessinis', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1226.63,Απλή Πληρωμή / Τακτική,Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΙΗΒΩΚ4-ΣΨΛ,Συντήρηση,Β. €1.000 - €5.000
